,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
35510,6.31,6.49,0.79,0.49,0.18,54.17,1.0,-2.52,281.16,52.59,89401.91,"111.81,44.44",2013-10-1,0.79,0.6125,6.49,4.5,27.085,9.014285714285714,27.085
35520,4.07,4.25,0.92,0.47,0.18,52.71,-0.41,-3.41,280.22,50.57,89658.02,"113.66,44.34",2013-10-1,0.92,0.5874999999999999,4.25,4.5,26.355,5.814285714285715,26.355
35530,4.46,4.69,1.09,0.33,0.19,54.62,-0.81,-4.81,278.48,55.51,88128.15,"115.52,44.22",2013-10-1,1.09,0.41250000000000003,4.69,4.75,27.31,6.371428571428572,27.31
35540,8.15,8.59,2.2,0.81,0.2,53.88,0.58,-5.2,277.52,65.11,87387.74,"117.36,44.08",2013-10-1,2.2,1.0125000000000002,8.59,5.0,26.94,11.642857142857144,26.94
35550,11.84,12.59,4.98,2.37,0.22,52.74,2.28,-5.78,284.15,46.82,94095.87,"119.2,43.91",2013-10-1,4.98,2.9625000000000004,12.59,5.5,26.37,16.914285714285715,26.37
35560,19.66,20.96,9.25,4.05,0.28,49.77,2.68,-2.91,287.04,46.79,98798.51,"121.03,43.72",2013-10-1,9.25,5.0625,20.96,7.000000000000001,24.885,28.085714285714285,28.085714285714285
35570,41.98,47.3,19.06,11.96,0.43,39.43,2.67,0.71,285.31,76.15,99570.67,"122.85,43.51",2013-10-1,19.06,14.950000000000001,47.3,10.75,19.715,58.724999999999994,58.724999999999994
35580,65.68,85.08,14.26,23.82,0.94,42.34,3.03,1.44,285.37,88.99,98698.59,"124.66,43.27",2013-10-1,14.26,29.775,67.53999999999999,23.5,21.17,88.35000000000001,88.35000000000001
35590,45.41,54.27,13.58,12.41,0.47,57.3,2.66,1.59,286.05,85.02,97137.47,"126.46,43.02",2013-10-1,13.58,15.5125,52.135000000000005,11.75,28.65,63.012499999999996,63.012499999999996
35600,28.4,31.55,9.93,4.69,0.29,78.72,1.66,2.33,287.87,71.01,95101.45,"128.24,42.74",2013-10-1,9.93,5.862500000000001,31.55,7.249999999999999,39.36,40.57142857142857,40.57142857142857
35610,7.49,7.85,1.16,1.15,0.14,68.52,3.2,2.07,286.08,38.77,78601.11,"80.47,42.66",2013-10-1,1.16,1.4375,7.85,3.5000000000000004,34.26,10.700000000000001,34.26
35620,7.98,8.17,0.56,0.58,0.14,72.44,2.78,2.57,282.22,46.87,73565.55,"82.25,42.96",2013-10-1,0.56,0.725,8.17,3.5000000000000004,36.22,11.4,36.22
35630,11.8,12.07,0.7,1.23,0.14,72.03,-0.5,1.97,286.31,37.28,79515.94,"84.05,43.23",2013-10-1,0.7,1.5375,12.07,3.5000000000000004,36.015,16.857142857142858,36.015
35640,7.38,8.36,0.71,1.27,0.14,71.85,2.81,-0.25,275.66,50.01,66535.83,"85.85,43.48",2013-10-1,0.71,1.5875,8.36,3.5000000000000004,35.925,10.542857142857143,35.925
35650,36.37,55.54,4.97,17.81,0.31,55.55,-3.14,4.21,292.06,29.01,89446.95,"87.67,43.71",2013-10-1,4.97,22.2625,52.769999999999996,7.75,27.775,51.7125,52.769999999999996
35660,27.81,29.46,2.07,4.0,0.19,65.69,0.55,0.07,292.93,24.46,91661.27,"89.49,43.91",2013-10-1,2.07,5.0,29.46,4.75,32.845,39.72857142857143,39.72857142857143
35670,15.14,15.37,0.98,0.69,0.14,67.07,-0.83,6.58,290.97,25.9,87600.95,"91.33,44.09",2013-10-1,0.98,0.8624999999999999,15.37,3.5000000000000004,33.535,21.62857142857143,33.535
35680,47.81,47.92,0.49,0.67,0.15,52.71,-4.86,0.42,287.53,22.5,89984.72,"93.17,44.25",2013-10-1,0.49,0.8375,47.92,3.75,26.355,66.0125,66.0125
35690,5.47,5.64,0.79,0.46,0.18,53.95,0.78,-2.07,281.14,52.75,89513.73,"111.82,44.57",2013-10-1,0.79,0.5750000000000001,5.64,4.5,26.975,7.814285714285714,26.975
35700,3.76,3.95,0.91,0.49,0.19,53.14,-0.24,-3.29,279.41,51.66,88880.63,"113.68,44.47",2013-10-1,0.91,0.6125,3.95,4.75,26.57,5.371428571428571,26.57
35710,4.19,4.42,1.06,0.34,0.19,53.9,-0.21,-4.12,278.47,56.28,88476.15,"115.53,44.35",2013-10-1,1.06,0.42500000000000004,4.42,4.75,26.95,5.985714285714287,26.95
35720,7.48,7.91,2.18,0.85,0.2,53.21,0.9,-4.88,278.59,61.38,88957.24,"117.38,44.21",2013-10-1,2.18,1.0625,7.91,5.0,26.605,10.685714285714287,26.605
35730,11.35,12.06,4.66,2.13,0.22,53.32,3.1,-6.37,283.78,47.77,93840.58,"119.22,44.04",2013-10-1,4.66,2.6624999999999996,12.06,5.5,26.66,16.214285714285715,26.66
35740,18.62,19.79,8.57,3.61,0.27,49.97,2.55,-3.2,286.96,47.29,98815.38,"121.06,43.85",2013-10-1,8.57,4.5125,19.79,6.75,24.985,26.6,26.6
35750,43.45,46.57,19.79,11.94,0.43,40.13,2.29,0.87,285.84,70.56,99810.91,"122.88,43.64",2013-10-1,19.79,14.924999999999999,46.57,10.75,20.065,60.5625,60.5625
35760,66.61,86.57,12.35,23.87,0.96,43.03,2.74,1.21,285.59,87.3,99229.89,"124.69,43.41",2013-10-1,12.35,29.837500000000002,68.285,24.0,21.515,89.5125,89.5125
35770,45.73,54.56,13.26,12.12,0.48,58.91,2.47,1.75,285.44,86.85,96089.48,"126.49,43.15",2013-10-1,13.26,15.149999999999999,52.28,12.0,29.455,63.412499999999994,63.412499999999994
35780,30.44,33.7,10.46,4.41,0.3,78.1,1.98,2.86,286.98,74.81,94362.78,"128.28,42.87",2013-10-1,10.46,5.5125,33.7,7.5,39.05,43.48571428571429,43.48571428571429
35790,6.97,7.3,1.22,0.95,0.14,69.94,2.05,0.54,287.71,39.96,81980.67,"80.25,42.76",2013-10-1,1.22,1.1875,7.3,3.5000000000000004,34.97,9.957142857142857,34.97
35800,6.45,6.77,0.95,1.05,0.15,70.65,2.5,2.98,289.08,34.46,82678.72,"82.04,43.06",2013-10-1,0.95,1.3125,6.77,3.75,35.325,9.214285714285715,35.325
35810,11.94,12.28,0.82,1.34,0.14,69.26,-1.32,1.62,289.36,33.87,84077.64,"83.83,43.33",2013-10-1,0.82,1.675,12.28,3.5000000000000004,34.63,17.057142857142857,34.63
35820,7.72,8.63,0.98,1.51,0.15,71.4,1.39,-0.65,278.61,45.25,69513.32,"85.64,43.59",2013-10-1,0.98,1.8875,8.63,3.75,35.7,11.028571428571428,35.7
35830,84.15,206.88,34.59,87.0,1.69,16.4,-0.03,-0.52,292.74,29.98,91970.22,"87.45,43.82",2013-10-1,34.59,103.5,128.44,42.25,8.2,111.4375,128.44
35840,34.51,36.97,2.08,4.21,0.2,62.73,0.13,-0.36,293.19,25.11,93558.37,"89.28,44.02",2013-10-1,2.08,5.2625,36.97,5.0,31.365,49.3,49.3
35850,17.72,17.96,1.05,0.74,0.14,61.67,-2.01,3.71,291.59,26.22,89722.08,"91.12,44.21",2013-10-1,1.05,0.925,17.96,3.5000000000000004,30.835,25.314285714285713,30.835
35860,45.98,46.07,0.43,0.6,0.15,52.37,-4.5,1.16,287.17,22.76,90412.09,"92.97,44.37",2013-10-1,0.43,0.75,46.07,3.75,26.185,63.724999999999994,63.724999999999994
35870,4.83,5.01,0.79,0.45,0.18,53.85,0.5,-1.74,281.54,51.81,90151.34,"111.83,44.7",2013-10-1,0.79,0.5625,5.01,4.5,26.925,6.9,26.925
35880,3.49,3.68,0.91,0.49,0.19,53.54,-0.01,-3.04,278.96,51.99,88581.62,"113.69,44.6",2013-10-1,0.91,0.6125,3.68,4.75,26.77,4.985714285714286,26.77
35890,3.83,4.06,1.05,0.37,0.19,53.71,0.13,-3.34,279.4,53.94,89990.19,"115.55,44.48",2013-10-1,1.05,0.4625,4.06,4.75,26.855,5.4714285714285715,26.855
35900,6.93,7.35,2.23,0.91,0.2,52.99,1.01,-5.21,278.8,60.53,89366.05,"117.4,44.34",2013-10-1,2.23,1.1375,7.35,5.0,26.495,9.9,26.495
35910,11.07,11.78,4.4,1.95,0.22,53.66,3.02,-6.26,283.31,49.12,93550.73,"119.25,44.17",2013-10-1,4.4,2.4375,11.78,5.5,26.83,15.814285714285715,26.83
35920,18.04,19.18,8.36,3.52,0.27,49.76,2.23,-3.85,287.07,47.46,98969.53,"121.08,43.98",2013-10-1,8.36,4.4,19.18,6.75,24.88,25.771428571428572,25.771428571428572
35930,37.88,41.18,16.84,10.08,0.37,42.64,1.82,0.35,286.41,63.52,99961.28,"122.91,43.77",2013-10-1,16.84,12.6,41.18,9.25,21.32,53.6,53.6
35940,66.39,87.68,10.8,24.02,0.98,43.09,2.53,1.06,285.58,86.49,99510.39,"124.73,43.54",2013-10-1,10.8,30.025,68.84,24.5,21.545,89.2375,89.2375
35950,45.8,54.67,12.7,12.08,0.48,58.72,2.3,1.94,285.11,87.77,95564.05,"126.53,43.28",2013-10-1,12.7,15.1,52.335,12.0,29.36,63.5,63.5
35960,32.01,35.31,10.94,4.31,0.3,77.17,2.29,3.47,286.38,77.01,93638.96,"128.32,43.0",2013-10-1,10.94,5.387499999999999,35.31,7.5,38.585,45.72857142857143,45.72857142857143
35970,4.77,5.23,1.29,1.04,0.15,78.97,1.94,-0.82,287.43,39.38,80882.38,"80.57,42.95",2013-10-1,1.29,1.3,5.23,3.75,39.485,6.814285714285714,39.485
35980,8.16,8.5,1.0,1.04,0.15,65.9,0.22,1.37,292.54,32.46,88706.19,"82.35,43.25",2013-10-1,1.0,1.3,8.5,3.75,32.95,11.657142857142858,32.95
35990,8.57,8.87,0.71,1.25,0.14,77.85,0.52,0.9,280.39,46.17,72540.32,"84.15,43.52",2013-10-1,0.71,1.5625,8.87,3.5000000000000004,38.925,12.242857142857144,38.925
36000,12.82,16.83,2.38,4.92,0.18,63.15,2.19,0.49,282.69,42.49,75177.77,"85.97,43.77",2013-10-1,2.38,6.15,16.83,4.5,31.575,18.314285714285717,31.575
36010,65.27,110.21,22.96,56.35,0.9,32.07,-0.43,-0.49,293.88,26.65,93805.78,"87.79,43.99",2013-10-1,22.96,70.4375,80.10499999999999,22.5,16.035,87.83749999999999,87.83749999999999
36020,46.25,47.33,2.77,3.7,0.18,55.74,-2.26,-0.43,292.06,27.35,93917.34,"89.62,44.2",2013-10-1,2.77,4.625,47.33,4.5,27.87,64.0625,64.0625
36030,23.69,23.86,0.75,0.68,0.14,56.2,-6.86,3.53,289.94,26.18,89471.54,"91.46,44.38",2013-10-1,0.75,0.8500000000000001,23.86,3.5000000000000004,28.1,33.84285714285715,33.84285714285715
36040,46.35,46.42,0.31,0.68,0.15,53.32,-5.33,1.86,290.39,16.97,94322.64,"93.32,44.53",2013-10-1,0.31,0.8500000000000001,46.42,3.75,26.66,64.1875,64.1875
36050,4.22,4.39,0.84,0.46,0.18,54.24,-0.74,-1.43,280.18,54.02,89359.36,"112.59,44.8",2013-10-1,0.84,0.5750000000000001,4.39,4.5,27.12,6.0285714285714285,27.12
36060,3.09,3.28,0.93,0.4,0.19,53.85,0.05,-3.59,278.32,52.55,87974.73,"114.45,44.69",2013-10-1,0.93,0.5,3.28,4.75,26.925,4.414285714285715,26.925
36070,4.57,4.9,1.27,0.51,0.2,52.2,0.46,-4.24,280.14,54.53,91576.8,"116.31,44.56",2013-10-1,1.27,0.6375,4.9,5.0,26.1,6.528571428571429,26.1
36080,7.99,8.57,3.62,1.4,0.2,54.3,1.65,-7.14,277.43,67.49,87437.81,"118.17,44.41",2013-10-1,3.62,1.75,8.57,5.0,27.15,11.414285714285715,27.15
36090,13.19,14.06,5.62,2.75,0.24,51.53,2.46,-6.0,285.41,46.07,96621.74,"120.01,44.23",2013-10-1,5.62,3.4375,14.06,6.0,25.765,18.84285714285714,25.765
36100,22.06,23.65,10.61,5.22,0.3,48.69,2.11,-2.46,287.05,50.53,99538.79,"121.85,44.03",2013-10-1,10.61,6.5249999999999995,23.65,7.5,24.345,31.514285714285712,31.514285714285712
36110,53.67,66.34,13.65,14.12,0.6,42.19,1.76,0.52,285.09,80.24,99960.88,"123.67,43.81",2013-10-1,13.65,17.65,58.17,15.0,21.095,73.3375,73.3375
36120,56.05,71.15,7.57,18.96,0.82,44.83,3.01,1.09,285.96,85.97,98915.08,"125.48,43.57",2013-10-1,7.57,23.700000000000003,60.575,20.5,22.415,76.3125,76.3125
36130,40.06,45.46,16.08,9.92,0.39,63.32,0.46,3.32,287.31,79.14,97084.53,"127.29,43.3",2013-10-1,16.08,12.4,45.46,9.75,31.66,56.325,56.325
36140,30.93,35.35,11.52,8.31,0.31,72.83,-1.46,1.1,286.77,80.75,96152.19,"129.08,43.01",2013-10-1,11.52,10.387500000000001,35.35,7.75,36.415,44.18571428571428,44.18571428571428
36150,4.74,5.21,1.92,2.04,0.16,77.06,3.48,0.56,285.22,42.25,77884.28,"81.24,43.2",2013-10-1,1.92,2.55,5.21,4.0,38.53,6.771428571428572,38.53
36160,12.17,12.76,2.21,2.35,0.15,66.22,-3.78,0.65,293.2,31.51,90542.81,"83.04,43.49",2013-10-1,2.21,2.9375,12.76,3.75,33.11,17.385714285714286,33.11
36170,4.93,5.11,0.54,0.66,0.13,80.82,5.88,2.34,273.96,56.58,65152.41,"84.84,43.75",2013-10-1,0.54,0.8250000000000001,5.11,3.25,40.41,7.042857142857143,40.41
36180,31.86,55.54,8.55,22.07,0.45,49.21,-0.7,0.49,292.13,31.71,91272.84,"86.66,43.99",2013-10-1,8.55,27.5875,52.769999999999996,11.25,24.605,45.51428571428571,52.769999999999996
36190,35.61,41.93,2.3,7.3,0.23,56.88,-2.48,0.92,293.9,24.72,94955.91,"88.49,44.21",2013-10-1,2.3,9.125,41.93,5.75,28.44,50.7625,50.7625
36200,55.26,55.4,0.65,0.69,0.14,52.5,-8.62,0.05,291.26,26.42,93206.41,"90.33,44.4",2013-10-1,0.65,0.8624999999999999,52.7,3.5000000000000004,26.25,75.32499999999999,75.32499999999999
36210,33.31,33.4,0.39,0.47,0.15,52.8,-5.64,1.42,285.95,25.18,88685.74,"92.18,44.57",2013-10-1,0.39,0.5874999999999999,33.4,3.75,26.4,47.58571428571429,47.58571428571429
36220,45.87,45.94,0.29,0.51,0.15,61.54,-4.82,-2.06,290.93,14.65,92508.3,"94.04,44.72",2013-10-1,0.29,0.6375,45.94,3.75,30.77,63.5875,63.5875
36230,3.0,3.19,0.94,0.38,0.19,53.96,0.52,-3.48,278.0,54.51,87902.07,"114.84,44.8",2013-10-1,0.94,0.475,3.19,4.75,26.98,4.285714285714286,26.98
36240,5.17,5.57,1.68,0.79,0.2,52.27,0.83,-4.36,279.69,55.14,90911.8,"116.71,44.67",2013-10-1,1.68,0.9875,5.57,5.0,26.135,7.385714285714286,26.135
36250,8.6,9.23,4.17,1.77,0.2,53.43,3.23,-7.37,277.13,70.18,87316.61,"118.56,44.51",2013-10-1,4.17,2.2125,9.23,5.0,26.715,12.285714285714285,26.715
36260,14.27,15.23,6.4,3.17,0.25,50.95,1.83,-5.58,285.49,46.75,96650.88,"120.4,44.33",2013-10-1,6.4,3.9625,15.23,6.25,25.475,20.385714285714286,25.475
36270,25.04,26.99,12.79,7.73,0.31,46.27,2.07,-1.86,286.9,52.22,99754.93,"122.24,44.12",2013-10-1,12.79,9.662500000000001,26.99,7.75,23.135,35.77142857142857,35.77142857142857
36280,63.07,80.83,11.85,18.82,0.8,41.09,2.05,0.52,284.86,83.83,99539.84,"124.07,43.9",2013-10-1,11.85,23.525,65.41499999999999,20.0,20.545,85.0875,85.0875
36290,50.35,64.63,7.15,14.42,0.66,49.87,1.69,1.11,286.1,84.7,99394.2,"125.88,43.65",2013-10-1,7.15,18.025,57.315,16.5,24.935,69.1875,69.1875
36300,41.02,46.67,15.59,8.08,0.35,66.78,2.12,3.97,285.0,85.54,92204.61,"127.68,43.38",2013-10-1,15.59,10.1,46.67,8.75,33.39,57.525000000000006,57.525000000000006
36310,27.1,31.64,10.52,8.47,0.31,69.36,-1.89,1.57,286.3,87.63,96280.48,"129.47,43.08",2013-10-1,10.52,10.5875,31.64,7.75,34.68,38.714285714285715,38.714285714285715
36320,4.52,4.97,1.77,1.66,0.16,75.89,2.34,1.26,282.83,47.87,74323.14,"81.2,43.33",2013-10-1,1.77,2.0749999999999997,4.97,4.0,37.945,6.457142857142856,37.945
36330,10.9,11.41,2.07,2.13,0.15,69.7,-4.13,0.68,291.31,33.0,86771.81,"83.0,43.62",2013-10-1,2.07,2.6624999999999996,11.41,3.75,34.85,15.571428571428573,34.85
36340,6.02,6.25,0.9,0.89,0.14,75.66,5.46,2.05,277.64,47.97,68718.2,"84.81,43.88",2013-10-1,0.9,1.1125,6.25,3.5000000000000004,37.83,8.6,37.83
36350,31.25,52.93,8.22,19.9,0.43,49.93,-0.63,0.36,293.56,29.76,94112.73,"86.63,44.12",2013-10-1,8.22,24.875,51.465,10.75,24.965,44.642857142857146,51.465
36360,29.37,31.67,0.98,3.04,0.18,51.86,-4.97,0.06,293.17,26.49,95729.94,"88.46,44.34",2013-10-1,0.98,3.8,31.67,4.5,25.93,41.95714285714286,41.95714285714286
36370,24.96,25.08,0.56,0.48,0.14,55.73,-11.11,0.39,291.98,22.18,94186.09,"90.31,44.53",2013-10-1,0.56,0.6,25.08,3.5000000000000004,27.865,35.65714285714286,35.65714285714286
36380,29.41,29.49,0.37,0.47,0.14,54.29,-6.69,1.61,287.65,22.04,91433.41,"92.16,44.71",2013-10-1,0.37,0.5874999999999999,29.49,3.5000000000000004,27.145,42.01428571428571,42.01428571428571
36390,3.47,3.65,0.86,0.45,0.18,54.58,-0.44,-1.48,280.75,54.09,90548.76,"112.43,45.07",2013-10-1,0.86,0.5625,3.65,4.5,27.29,4.957142857142857,27.29
36400,3.17,3.4,1.08,0.47,0.19,52.17,0.69,-3.79,280.39,50.41,91913.73,"115.98,44.85",2013-10-1,1.08,0.5874999999999999,3.4,4.75,26.085,4.5285714285714285,26.085
36410,5.79,6.18,2.02,0.72,0.2,52.15,1.78,-5.4,279.07,61.29,90327.91,"117.84,44.71",2013-10-1,2.02,0.8999999999999999,6.18,5.0,26.075,8.271428571428572,26.075
36420,11.23,11.87,4.13,1.8,0.22,54.07,3.54,-7.26,282.81,51.47,93681.8,"119.69,44.53",2013-10-1,4.13,2.25,11.87,5.5,27.035,16.042857142857144,27.035
36430,18.17,19.44,8.89,3.81,0.27,49.66,2.21,-3.95,287.12,48.8,99465.94,"121.54,44.34",2013-10-1,8.89,4.7625,19.44,6.75,24.83,25.95714285714286,25.95714285714286
36440,41.38,50.13,13.25,10.17,0.47,44.66,1.42,-0.27,286.2,61.55,99918.24,"123.37,44.12",2013-10-1,13.25,12.7125,50.065,11.75,22.33,57.975,57.975
36450,75.4,99.39,11.09,40.04,1.08,27.17,2.49,0.52,285.46,86.31,99285.11,"125.19,43.88",2013-10-1,11.09,50.05,74.695,27.0,13.585,100.5,100.5
36460,43.68,50.35,14.13,12.85,0.46,55.56,1.92,1.91,286.27,83.49,97893.94,"127.0,43.62",2013-10-1,14.13,16.0625,50.175,11.5,27.78,60.85,60.85
36470,32.49,36.24,11.09,5.53,0.3,72.88,-0.66,1.54,285.93,84.27,94647.73,"128.8,43.33",2013-10-1,11.09,6.9125000000000005,36.24,7.5,36.44,46.41428571428572,46.41428571428572
36480,19.59,22.38,6.28,4.52,0.24,70.67,-0.05,0.61,286.17,88.96,96475.36,"130.58,43.02",2013-10-1,6.28,5.6499999999999995,22.38,6.0,35.335,27.985714285714288,35.335
36490,10.0,10.69,2.52,2.61,0.16,64.62,-2.96,3.05,294.56,30.1,92098.43,"81.88,43.58",2013-10-1,2.52,3.2624999999999997,10.69,4.0,32.31,14.285714285714286,32.31
36500,5.84,6.06,0.69,0.68,0.14,83.12,0.71,-0.13,280.32,47.91,73066.27,"83.68,43.86",2013-10-1,0.69,0.8500000000000001,6.06,3.5000000000000004,41.56,8.342857142857143,41.56
36510,19.99,24.1,7.17,8.95,0.23,55.58,-1.11,-0.47,291.56,31.07,90535.16,"85.5,44.11",2013-10-1,7.17,11.1875,24.1,5.75,27.79,28.557142857142857,28.557142857142857
36520,36.51,49.08,6.25,15.63,0.33,48.09,-2.71,-0.25,293.7,29.42,96480.39,"87.33,44.34",2013-10-1,6.25,19.5375,49.08,8.25,24.045,51.887499999999996,51.887499999999996
36530,32.98,33.42,0.59,0.73,0.15,53.62,-6.97,0.74,292.57,24.85,95413.33,"89.17,44.55",2013-10-1,0.59,0.9125,33.42,3.75,26.81,47.114285714285714,47.114285714285714
36540,25.96,26.06,0.47,0.48,0.14,56.72,-10.38,-2.35,289.53,21.79,92509.89,"91.02,44.74",2013-10-1,0.47,0.6,26.06,3.5000000000000004,28.36,37.08571428571429,37.08571428571429
36550,31.16,31.23,0.34,0.64,0.14,59.58,-3.88,1.19,290.31,16.81,92702.61,"92.88,44.9",2013-10-1,0.34,0.8,31.23,3.5000000000000004,29.79,44.51428571428571,44.51428571428571
36560,2.79,2.98,0.97,0.34,0.19,53.59,1.1,-3.92,278.5,53.42,88814.84,"115.44,45.03",2013-10-1,0.97,0.42500000000000004,2.98,4.75,26.795,3.9857142857142858,26.795
36570,4.84,5.17,1.44,0.62,0.2,51.69,2.05,-4.99,279.09,58.23,90632.78,"117.31,44.88",2013-10-1,1.44,0.775,5.17,5.0,25.845,6.914285714285715,25.845
36580,9.49,10.0,2.94,0.89,0.21,54.58,4.99,-8.56,277.79,65.81,87965.0,"119.16,44.72",2013-10-1,2.94,1.1125,10.0,5.25,27.29,13.557142857142857,27.29
36590,14.9,15.94,6.89,3.16,0.25,50.0,1.95,-5.68,286.62,46.08,98752.1,"121.01,44.53",2013-10-1,6.89,3.95,15.94,6.25,25.0,21.28571428571429,25.0
36600,30.9,33.57,14.4,8.46,0.34,44.87,1.6,-0.89,286.6,55.92,99920.69,"122.85,44.32",2013-10-1,14.4,10.575000000000001,33.57,8.5,22.435,44.14285714285714,44.14285714285714
36610,68.58,90.16,11.08,22.09,1.0,41.18,2.55,0.9,284.76,86.14,99147.23,"124.68,44.09",2013-10-1,11.08,27.6125,70.08,25.0,20.59,91.975,91.975
36620,49.54,61.16,11.13,22.0,0.61,44.48,2.33,2.06,286.6,82.26,98735.08,"126.5,43.83",2013-10-1,11.13,27.5,55.58,15.25,22.24,68.175,68.175
36630,38.62,42.36,13.7,7.49,0.33,65.31,0.46,3.28,287.46,76.95,96598.23,"128.3,43.55",2013-10-1,13.7,9.3625,42.36,8.25,32.655,54.525,54.525
36640,22.9,26.1,7.19,4.73,0.26,71.14,-2.12,3.07,284.63,94.19,93798.06,"130.09,43.25",2013-10-1,7.19,5.9125000000000005,26.1,6.5,35.57,32.714285714285715,35.57
36650,7.8,8.41,2.24,2.22,0.16,67.05,-2.25,2.27,294.77,29.33,91540.74,"81.48,43.65",2013-10-1,2.24,2.7750000000000004,8.41,4.0,33.525,11.142857142857142,33.525
36660,5.95,6.25,0.92,1.12,0.14,81.45,0.4,0.46,280.22,48.93,72808.71,"83.28,43.93",2013-10-1,0.92,1.4000000000000001,6.25,3.5000000000000004,40.725,8.5,40.725
36670,16.85,18.79,7.95,7.38,0.17,55.28,-1.32,0.09,291.17,31.58,90013.78,"85.1,44.19",2013-10-1,7.95,9.225,18.79,4.25,27.64,24.071428571428573,27.64
36680,33.34,44.99,5.29,12.09,0.32,50.81,-1.71,-0.25,293.78,30.54,96744.36,"86.93,44.43",2013-10-1,5.29,15.1125,44.99,8.0,25.405,47.62857142857143,47.62857142857143
36690,36.38,37.02,0.59,1.14,0.15,53.94,-6.03,1.32,292.48,25.21,95474.04,"88.77,44.64",2013-10-1,0.59,1.4249999999999998,37.02,3.75,26.97,51.725,51.725
36700,28.19,28.3,0.54,0.45,0.14,61.18,-13.55,1.22,289.74,21.75,91328.92,"90.63,44.83",2013-10-1,0.54,0.5625,28.3,3.5000000000000004,30.59,40.27142857142857,40.27142857142857
36710,24.3,24.38,0.36,0.5,0.14,57.21,-4.63,1.64,283.89,23.99,84253.47,"92.49,45.0",2013-10-1,0.36,0.625,24.38,3.5000000000000004,28.605,34.714285714285715,34.714285714285715
36720,2.72,2.92,1.01,0.35,0.19,52.6,1.79,-3.96,279.7,50.58,90850.92,"115.83,45.13",2013-10-1,1.01,0.4375,2.92,4.75,26.3,3.885714285714286,26.3
36730,4.69,5.01,1.57,0.5,0.2,51.8,2.49,-5.17,279.32,58.56,90855.96,"117.7,44.98",2013-10-1,1.57,0.625,5.01,5.0,25.9,6.700000000000001,25.9
36740,10.11,10.67,3.62,1.54,0.21,54.55,5.17,-7.75,281.5,54.72,92490.35,"119.56,44.82",2013-10-1,3.62,1.925,10.67,5.25,27.275,14.442857142857143,27.275
36750,16.24,17.47,7.99,3.47,0.26,49.5,2.14,-4.77,286.94,47.26,99383.79,"121.41,44.62",2013-10-1,7.99,4.3375,17.47,6.5,24.75,23.2,24.75
36760,35.11,42.09,11.6,8.11,0.42,46.43,1.73,-0.38,286.3,58.53,99904.35,"123.25,44.41",2013-10-1,11.6,10.1375,42.09,10.5,23.215,50.1375,50.1375
36770,68.69,91.07,11.04,22.35,1.01,40.49,2.41,0.87,285.28,85.57,99622.59,"125.08,44.17",2013-10-1,11.04,27.9375,70.535,25.25,20.245,92.1125,92.1125
36780,46.38,53.78,13.58,16.58,0.51,51.17,0.31,1.89,285.81,84.84,97455.15,"126.9,43.91",2013-10-1,13.58,20.724999999999998,51.89,12.75,25.585,64.22500000000001,64.22500000000001
36790,34.55,37.9,11.99,5.3,0.31,71.41,-0.04,4.16,287.01,78.01,94646.64,"128.7,43.62",2013-10-1,11.99,6.625,37.9,7.75,35.705,49.357142857142854,49.357142857142854
36800,22.45,25.29,6.85,4.42,0.24,70.76,0.34,4.06,284.07,92.94,92506.19,"130.49,43.32",2013-10-1,6.85,5.525,25.29,6.0,35.38,32.07142857142857,35.38
36810,11.3,12.24,3.62,3.69,0.17,64.34,-4.71,2.19,295.7,27.99,93936.87,"81.62,43.81",2013-10-1,3.62,4.6125,12.24,4.25,32.17,16.142857142857146,32.17
36820,5.57,5.83,0.82,0.94,0.14,81.65,6.18,3.43,273.51,61.7,65433.47,"83.43,44.09",2013-10-1,0.82,1.1749999999999998,5.83,3.5000000000000004,40.825,7.957142857142857,40.825
36830,21.22,25.04,11.39,11.74,0.24,51.2,-1.5,0.3,293.45,28.98,95255.54,"85.25,44.35",2013-10-1,11.39,14.675,25.04,6.0,25.6,30.314285714285713,30.314285714285713
36840,32.85,38.72,2.91,6.8,0.23,51.48,-3.2,0.3,293.62,30.2,96870.5,"87.09,44.58",2013-10-1,2.91,8.5,38.72,5.75,25.74,46.92857142857143,46.92857142857143
36850,45.36,45.79,0.58,0.92,0.15,56.28,-6.75,2.88,293.15,22.46,95892.55,"88.93,44.79",2013-10-1,0.58,1.1500000000000001,45.79,3.75,28.14,62.95,62.95
36860,26.96,27.07,0.56,0.5,0.14,60.0,-10.51,1.22,289.83,21.14,88446.59,"90.79,44.98",2013-10-1,0.56,0.625,27.07,3.5000000000000004,30.0,38.51428571428572,38.51428571428572
36870,2.66,2.85,0.99,0.31,0.19,53.05,2.52,-3.97,278.41,53.95,89168.7,"115.66,45.28",2013-10-1,0.99,0.3875,2.85,4.75,26.525,3.8000000000000003,26.525
36880,4.32,4.64,1.54,0.57,0.2,51.41,2.84,-4.66,278.96,58.57,90727.26,"117.54,45.13",2013-10-1,1.54,0.7124999999999999,4.64,5.0,25.705,6.171428571428572,25.705
